Gene_id	Symbol	Gene_type	Sample_R01	Sample_R02	Sample_R03	Sample_R04	Sample_R05	Sample_R06	Sample_R07	Sample_R08	Sample_R09	Sample_R10	Sample_R11	Sample_R12	Sample_R13	Sample_R14
ENSMUSG00000076288	Mir301b	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076294	Gm26154	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076300	Gm23060	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076303	Gm23061	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076304	Gm23062	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076305	Gm23063	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076309	Mir147	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076312	Mir499	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076313	Mir665	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076315	Mir343	miRNA	0	1	0	1	1	0	0	1	0	1	2	0	0	0
ENSMUSG00000076316	Mir673	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076318	Mir216b	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076320	Gm26340	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076323	Gm26339	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076327	Gm26338	miRNA	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000076332	Gm24715	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076333	Mir599	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076335	Mir670	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076337	Gm24714	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076338	Mir181d	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076343	Gm25213	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076355	Gm27509	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076357	Mir653	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076360	Gm24047	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076361	Mir182	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076364	Gm24049	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076366	Gm24048	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076370	Gm22369	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076371	Gm22368	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076372	Mir568	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076376	Mir674	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076377	Gm22370	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076379	Mir190a	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076382	Gm23193	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076385	Gm24462	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076387	Mir671	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076389	Gm23192	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076392	Gm25992	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076394	Gm25991	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076395	Gm25990	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076396	Mir667	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076398	Mir676	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076399	Mir450-2	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076407	Gm22689	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076424	Gm25986	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076430	Hus1b	protein_coding	0	0	0	1	1	1	1	1	0	2	0	1	3	0
ENSMUSG00000076431	Sox4	protein_coding	3674	3796	3869	4114	6440	7174	6368.97	5276	5607	5924	6583	5842	7667	7737
ENSMUSG00000076432	Ywhaq	protein_coding	14120.74	13454.9	10009.43	11626.99	8453.6	9771.62	8624.59	7702.16	6403.69	6050.83	10377.93	10591.09	9456.77	9690.71
ENSMUSG00000076433	BC100451	protein_coding	25	30	30	29	16	28	45	34	7	18	13	10	20	28
ENSMUSG00000076434	Wfdc3	protein_coding	0	3	1	6	4	11	4	12	22	8	15	13	13	11
ENSMUSG00000076435	Acsf2	protein_coding	297.65	294.18	377.06	443.61	482.71	606.86	476.51	384.8	203.67	233.02	166.37	150.31	422.53	540.94
ENSMUSG00000076436	Oxct2a	protein_coding	0	0	0	0	0	1	0	1	0	0	0	0	1	0
ENSMUSG00000076437	Selenoh	protein_coding	1116	1063	779	819	435	602	667	472	244	246	324	355	991	724
ENSMUSG00000076438	Oxct2b	protein_coding	0	0	0	1	0	0	2	0	0	0	0	1	0	1
ENSMUSG00000076439	Mog	protein_coding	0	0	0	0	0	0	2	0	1	0	0	0	0	0
ENSMUSG00000076441	Ass1	protein_coding	896.37	755.18	188.11	197.67	43.12	38	188.59	198.28	28.99	18.2	449.61	524.68	263.49	242.03
ENSMUSG00000076444	Mir761	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076445	Gm24865	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076448	Mir763	miRNA	1	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000076450	Mir804	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076451	Mir770	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076453	Mir759	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076454	Mir762	miRNA	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000076455	Mir767	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076456	Mir760	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076457	Mir802	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076458	Mir764	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076459	Mir758	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076460	Mir744	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076461	Trbv1	TR_V_gene	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076462	Trbv2	TR_V_gene	0	0	2	1	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000076463	Trbv3	TR_V_gene	0	0	2	2	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000076465	Trbv5	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076467	Trbv13-1	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076469	Trbv13-2	TR_V_gene	0	0	4	1	0	0	12	4	1	1	0	0	0	0
ENSMUSG00000076470	Trbv13-3	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076471	Trbv14	TR_V_gene	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000076472	Trbv15	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076473	Trbv16	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076474	Trbv17	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076475	Trbv19	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076476	Trbv20	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076477	Trbv21	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076478	Trbv23	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076479	Trbv26	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076480	Trbv29	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000076481	Trbv30	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076483	Trbj1-1	TR_J_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076484	Trbj1-2	TR_J_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076485	Trbj1-3	TR_J_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076486	Trbj1-4	TR_J_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076487	Trbj1-5	TR_J_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076488	Trbj1-6	TR_J_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076489	Trbj1-7	TR_J_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076490	Trbc1	TR_C_gene	1	3	0	1	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000076492	Trbj2-1	TR_J_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076493	Trbj2-2	TR_J_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076494	Trbj2-3	TR_J_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076495	Trbj2-4	TR_J_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076496	Trbj2-5	TR_J_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076497	Trbj2-7	TR_J_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076498	Trbc2	TR_C_gene	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000076499	Trbv31	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000076500	Gm20730	IG_LV_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076501	Igkv2-137	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076505	Igkv1-131	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076508	Igkv17-127	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076512	Igkv9-123	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076514	Igkv17-121	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076518	Igkv2-112	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076522	Igkv16-104	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076523	Igkv15-103	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076525	Igkv1-99	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076526	Igkv12-98	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076530	Igkv11-106	IG_V_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076531	Igkv4-92	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076532	Igkv4-91	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076533	Igkv4-90	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076534	Igkv12-89	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076535	Igkv1-88	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076536	Igkv4-86	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076538	Igkv13-84	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076539	Igkv4-81	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076540	Igkv4-80	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076541	Igkv4-79	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076543	Igkv4-74	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076545	Igkv4-72	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076547	Igkv4-70	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076548	Igkv4-69	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076549	Igkv4-68	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076550	Igkv4-63	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076552	Igkv4-61	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076555	Igkv4-57-1	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076556	Igkv4-57	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076557	Igkv4-83	IG_V_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076562	Igkv4-50	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076563	Igkv5-48	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076564	Igkv12-46	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076569	Igkv5-39	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076570	Igkv12-38	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076571	Igkv5-37	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076572	Igkv18-36	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076573	Igkv1-35	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076575	Igkv7-33	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076576	Igkv6-32	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076577	Igkv8-30	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076578	Igkv6-29	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076580	Igkv8-27	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076581	Igkv8-26	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076583	Igkv8-24	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076586	Igkv8-21	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076587	Igkv6-20	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076589	Igkv8-18	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076591	Igkv8-16	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076594	Igkv6-13	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076596	Igkv3-10	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076598	Igkv3-7	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076604	Igkj1	IG_J_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076605	Igkj2	IG_J_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076606	Igkj3	IG_J_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076607	Igkj4	IG_J_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076608	Igkj5	IG_J_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076609	Igkc	IG_C_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076612	Ighg2c	IG_C_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076613	Ighg2b	IG_C_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076614	Ighg1	IG_C_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076615	Ighg3	IG_C_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076617	Ighm	IG_C_gene	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000076618	Ighj4	IG_J_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076619	Ighj3	IG_J_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076620	Ighj2	IG_J_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076621	Ighj1	IG_J_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076630	Ighd1-1	IG_D_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076632	Gm16968	IG_D_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076633	Ighv5-2	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076646	Ighv2-6-8	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076652	Ighv7-3	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076653	Ighv7-2	IG_V_gene	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076655	Ighv4-1	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076661	Ighv16-1	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076665	Ighv7-1	IG_V_gene	0	1	1	0	0	2	2	2	0	1	0	0	0	0
ENSMUSG00000076666	Ighv14-4	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076668	Ighv7-4	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000076670	Ighv3-5	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076671	Ighv13-2	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076672	Ighv3-6	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076674	Ighv3-8	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076676	Ighv12-3	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076677	Ighv6-3	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076680	Ighv6-6	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076688	Ighv15-2	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076695	Ighv1-18	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076709	Ighv1-47	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076710	Ighv1-49	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076731	Ighv8-12	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076733	Ighv8-13	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076744	Tcrg-V7	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076745	Tcrg-V4	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076746	Tcrg-V6	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076747	Tcrg-V5	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076749	Tcrg-C1	TR_C_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076750	Tcrg-V3	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076752	Tcrg-C2	TR_C_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076754	Trgv2	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076755	Gm16602	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076757	Tcrg-C4	TR_C_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076758	Trav1	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076759	Trav2	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076760	Trav3-1	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076761	Trav5-1	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076762	Trav6-1	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076764	Trav6-2	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076770	Trav8d-1	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076778	Trav13d-1	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076795	Trav8d-2	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076796	Trav16d-dv11	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076800	Trav6n-5	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076802	Trav6n-6	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076821	Trav8n-2	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076822	Trav16n	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076823	Trav13n-4	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076824	Trav14n-3	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076826	Trav4-2	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076831	Trav8-1	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076839	Trav13-1	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076840	Trav14-1	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076846	Trav13-2	TR_V_gene	0	3	3	5	0	0	0	1	1	0	0	0	1	0
ENSMUSG00000076848	Trav15-2-dv6-2	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076855	Trav16	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076858	Trav3-4	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076861	Trav18	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076862	Trav19	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076863	Trav21-dv12	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076864	Trdv1	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076865	Trdv2-1	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076866	Trdv2-2	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076867	Trdv4	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076870	Trdj1	TR_J_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076871	Trdj2	TR_J_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076873	Trdv5	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076874	Traj59	TR_J_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076875	Traj58	TR_J_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076876	Traj57	TR_J_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076877	Traj56	TR_J_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076878	Traj53	TR_J_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076879	Traj52	TR_J_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076880	Traj51	TR_J_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076881	Traj50	TR_J_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076882	Traj49	TR_J_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076883	Traj48	TR_J_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076884	Traj46	TR_J_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076885	Traj45	TR_J_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076886	Traj44	TR_J_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076887	Traj43	TR_J_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
